origin_country,origin_wps_score,origin_region,asylum_country,asylum_wps_score,asylum_region,total_female_displaced,female_percentage
Burundi,0.407,"SSA, FS",Denmark,0.939,DC,86,0.46739130434782611
Djibouti,0.56,MENA,Germany,0.869,DC,85,0.551948051948052
Egypt,0.617,MENA,Sweden,0.924,DC,85,0.34979423868312759
Cote d'Ivoire,0.589,SSA,United Kingdom of Great Britain and Northern Ireland,0.864,DC,85,0.35269709543568467
Uganda,0.587,SSA,Denmark,0.939,DC,85,0.48571428571428571
Russian Federation,0.718,CEE&CA,Hungary,0.832,CEE&CA,85,0.57046979865771807
China,0.685,EAP,Thailand,0.761,EAP,85,0.44270833333333331
Sierra Leone,0.601,SSA,Belgium,0.912,DC,85,0.37280701754385964
Ghana,0.639,SSA,Ireland,0.891,DC,84,0.32558139534883723
Guyana,0.77,LAC,Canada,0.885,DC,84,0.5490196078431373
Iran (Islamic Rep. of),0.608,SA,Luxembourg,0.918,DC,84,0.31818181818181818
South Sudan,0.411,"SSA, FS",Morocco,0.668,MENA,84,0.30324909747292417
Syrian Arab Rep.,0.364,"MENA, FS",Chile,0.739,LAC,84,0.58333333333333337
Togo,0.562,SSA,Mauritania,0.475,SSA,84,0.32432432432432434
Cuba,,,Ecuador,0.612,LAC,83,0.43915343915343913
Armenia,0.762,CEE&CA,Italy,0.811,DC,83,0.31320754716981131
Brazil,0.632,LAC,Argentina,0.791,LAC,83,0.41919191919191917
Ireland,0.891,DC,Canada,0.885,DC,82,0.42708333333333331
Gambia,0.528,SSA,Sweden,0.924,DC,82,0.39805825242718446
Chile,0.739,LAC,France,0.864,DC,81,0.4550561797752809
Lebanon,0.575,"MENA, FS",Iraq,0.51,"MENA, FS",81,0.41538461538461541
Egypt,0.617,MENA,Switzerland,0.877,DC,81,0.40703517587939697
Pakistan,0.462,SA,Iraq,0.51,"MENA, FS",81,0.14620938628158844
Gabon,0.679,SSA,Canada,0.885,DC,81,0.5547945205479452
Hungary,0.832,CEE&CA,Germany,0.869,DC,81,0.33891213389121339
Cameroon,0.451,"SSA, FS",Finland,0.921,DC,80,0.38834951456310679
Niger,0.492,"SSA, FS",Germany,0.869,DC,80,0.29850746268656714
Guinea,0.527,SSA,Mexico,0.558,LAC,80,0.18390804597701149
Cameroon,0.451,"SSA, FS",Niger,0.492,"SSA, FS",80,0.54054054054054057
Armenia,0.762,CEE&CA,Denmark,0.939,DC,79,0.42021276595744683
Somalia,0.455,"MENA, FS",Pakistan,0.462,SA,79,0.37619047619047619
Saint Lucia,,,Canada,0.885,DC,79,0.51973684210526316
Kuwait,0.723,MENA,Germany,0.869,DC,79,0.41798941798941797
Ecuador,0.612,LAC,Costa Rica,0.824,LAC,78,0.41711229946524064
Uzbekistan,0.674,CEE&CA,Canada,0.885,DC,78,0.16846652267818574
Stateless,,,North Macedonia,0.787,CEE&CA,78,0.49056603773584906
"China, Hong Kong SAR",0.685,EAP,United Kingdom of Great Britain and Northern Ireland,0.864,DC,78,0.31707317073170732
Central African Rep.,0.362,"SSA, FS",Burkina Faso,0.507,"SSA, FS",78,0.51655629139072845
Syrian Arab Rep.,0.364,"MENA, FS",Cote d'Ivoire,0.589,SSA,77,0.44508670520231214
Mauritania,0.475,SSA,Italy,0.811,DC,77,0.25245901639344265
Türkiye,0.664,CEE&CA,Luxembourg,0.918,DC,77,0.20754716981132076
Ukraine,0.645,"CEE&CA, FS",Ecuador,0.612,LAC,77,0.7
Serbia and Kosovo: S/RES/1244 (1999),0.844,CEE&CA,North Macedonia,0.787,CEE&CA,76,0.46060606060606063
Nicaragua,0.659,LAC,Sweden,0.924,DC,76,0.45508982035928142
Belarus,0.739,CEE&CA,Latvia,0.884,CEE&CA,76,0.40860215053763443
Rwanda,0.624,SSA,Sweden,0.924,DC,76,0.39378238341968913
Philippines,0.607,EAP,Lebanon,0.575,"MENA, FS",76,1
Myanmar,0.442,"EAP, FS",Sweden,0.924,DC,75,0.352112676056338
Ukraine,0.645,"CEE&CA, FS",Argentina,0.791,LAC,75,0.51020408163265307
Yemen,0.323,"MENA, FS",Iraq,0.51,"MENA, FS",75,0.35885167464114831
Mexico,0.558,LAC,Guatemala,0.561,LAC,75,0.6097560975609756
Eritrea,,,Indonesia,0.678,EAP,75,0.51369863013698636
Rwanda,0.624,SSA,Finland,0.921,DC,74,0.48366013071895425
Namibia,0.608,SSA,Canada,0.885,DC,74,0.578125
Sudan,0.397,"MENA, FS",Tunisia,0.671,MENA,74,0.012237473127170499
Brazil,0.632,LAC,Germany,0.869,DC,74,0.50684931506849318
Nigeria,0.495,"SSA, FS",Tunisia,0.671,MENA,74,0.24584717607973422
China,0.685,EAP,Norway,0.924,DC,74,0.28244274809160308
Saint Vincent and the Grenadines,,,Canada,0.885,DC,74,0.53623188405797106
Cameroon,0.451,"SSA, FS",Ireland,0.891,DC,74,0.42528735632183906
Somalia,0.455,"MENA, FS",United Rep. of Tanzania,0.624,SSA,74,0.49006622516556292
Nicaragua,0.659,LAC,Honduras,0.561,LAC,73,0.011789405684754522
State of Palestine,,,Brazil,0.632,LAC,73,0.167816091954023
Malaysia,0.738,EAP,Canada,0.885,DC,72,0.6428571428571429
Brazil,0.632,LAC,Costa Rica,0.824,LAC,72,0.46451612903225808
Chad,0.476,"SSA, FS",Benin,0.587,SSA,72,0.26666666666666666
Iran (Islamic Rep. of),0.608,SA,Georgia,0.798,CEE&CA,72,0.43113772455089822
Albania,0.731,CEE&CA,Switzerland,0.877,DC,72,0.48979591836734693
State of Palestine,,,Algeria,0.621,MENA,72,0.3364485981308411
Madagascar,0.466,SSA,Canada,0.885,DC,72,0.56692913385826771
Philippines,0.607,EAP,Germany,0.869,DC,72,0.69902912621359226
Guatemala,0.561,LAC,Costa Rica,0.824,LAC,72,0.33027522935779818
Armenia,0.762,CEE&CA,Argentina,0.791,LAC,71,0.48965517241379308
Somalia,0.455,"MENA, FS",Malawi,0.549,SSA,71,0.41040462427745666
Ecuador,0.612,LAC,Belgium,0.912,DC,71,0.5419847328244275
Pakistan,0.462,SA,Denmark,0.939,DC,71,0.4863013698630137
Tunisia,0.671,MENA,Spain,0.862,DC,71,0.33023255813953489
Ethiopia,0.516,"SSA, FS",Spain,0.862,DC,71,0.5
Kenya,0.542,SSA,Italy,0.811,DC,71,0.43827160493827161
North Macedonia,0.787,CEE&CA,Switzerland,0.877,DC,71,0.47333333333333333
State of Palestine,,,Indonesia,0.678,EAP,70,0.35714285714285715
Uganda,0.587,SSA,Ireland,0.891,DC,70,0.49295774647887325
South Africa,0.648,SSA,United Kingdom of Great Britain and Northern Ireland,0.864,DC,70,0.2356902356902357
Azerbaijan,0.653,CEE&CA,Austria,0.898,DC,70,0.36649214659685864
Sierra Leone,0.601,SSA,Tunisia,0.671,MENA,70,0.46357615894039733
Morocco,0.668,MENA,Switzerland,0.877,DC,70,0.24054982817869416
Eritrea,,,Zambia,0.566,SSA,69,0.21630094043887146
Ukraine,0.645,"CEE&CA, FS",Chile,0.739,LAC,69,0.6160714285714286
Philippines,0.607,EAP,United Kingdom of Great Britain and Northern Ireland,0.864,DC,69,0.14375
Congo,0.583,"SSA, FS",Netherlands (Kingdom of the),0.905,DC,69,0.22475570032573289
Chile,0.739,LAC,Germany,0.869,DC,69,0.38121546961325969
Chad,0.476,"SSA, FS",Egypt,0.617,MENA,69,0.46621621621621623
Afghanistan,0.279,"SA, FS",Croatia,0.788,CEE&CA,69,0.29361702127659572
Türkiye,0.664,CEE&CA,Croatia,0.788,CEE&CA,68,0.35789473684210527
Guatemala,0.561,LAC,Belgium,0.912,DC,68,0.46575342465753422
Georgia,0.798,CEE&CA,United Kingdom of Great Britain and Northern Ireland,0.864,DC,68,0.03691639522258415
Guatemala,0.561,LAC,Italy,0.811,DC,68,0.4689655172413793
Sri Lanka,0.706,SA,Belgium,0.912,DC,68,0.3300970873786408
Serbia and Kosovo: S/RES/1244 (1999),0.844,CEE&CA,Norway,0.924,DC,68,0.25
El Salvador,0.691,LAC,Sweden,0.924,DC,67,0.38505747126436779
Belarus,0.739,CEE&CA,Czechia,0.832,CEE&CA,67,0.24723247232472326
Haiti,0.399,"LAC, FS",Chile,0.739,LAC,67,0.65048543689320393
Tunisia,0.671,MENA,United Kingdom of Great Britain and Northern Ireland,0.864,DC,67,0.1930835734870317
Bulgaria,0.814,CEE&CA,Canada,0.885,DC,66,0.42038216560509556
Peru,0.701,LAC,Costa Rica,0.824,LAC,66,0.31578947368421051
Angola,0.601,SSA,Brazil,0.632,LAC,66,0.01764234161988773
Congo,0.583,"SSA, FS",Egypt,0.617,MENA,66,0.47826086956521741
Angola,0.601,SSA,Portugal,0.861,DC,65,0.22108843537414966
Rwanda,0.624,SSA,Denmark,0.939,DC,65,0.4513888888888889
Gambia,0.528,SSA,Austria,0.898,DC,65,0.44217687074829931
Israel,0.697,DC,United Kingdom of Great Britain and Northern Ireland,0.864,DC,65,0.38011695906432746
Cameroon,0.451,"SSA, FS",Mauritania,0.475,SSA,65,0.5078125
Kazakhstan,0.722,CEE&CA,United Kingdom of Great Britain and Northern Ireland,0.864,DC,65,0.080946450809464512
Portugal,0.861,DC,Canada,0.885,DC,65,0.45774647887323944
Yemen,0.323,"MENA, FS",Lebanon,0.575,"MENA, FS",65,0.63725490196078427
Uzbekistan,0.674,CEE&CA,United Kingdom of Great Britain and Northern Ireland,0.864,DC,65,0.064805583250249252
Dominican Rep.,0.675,LAC,Spain,0.862,DC,65,0.43333333333333335
Rwanda,0.624,SSA,Switzerland,0.877,DC,64,0.61538461538461542
Slovakia,0.797,CEE&CA,France,0.864,DC,64,0.53333333333333333
Rwanda,0.624,SSA,Namibia,0.608,SSA,64,0.47058823529411764
Colombia,0.551,LAC,Paraguay,0.768,LAC,64,0.40251572327044027
Dem. Rep. of the Congo,0.583,"SSA, FS",Togo,0.562,SSA,64,0.56140350877192979
Russian Federation,0.718,CEE&CA,India,0.607,SA,63,0.43448275862068964
Sri Lanka,0.706,SA,Netherlands (Kingdom of the),0.905,DC,63,0.20322580645161289
Indonesia,0.678,EAP,United Kingdom of Great Britain and Northern Ireland,0.864,DC,63,0.14893617021276595
Yemen,0.323,"MENA, FS",Pakistan,0.462,SA,63,0.34615384615384615
Iraq,0.51,"MENA, FS",Libya,0.608,"MENA, FS",63,0.58878504672897192
Iran (Islamic Rep. of),0.608,SA,India,0.607,SA,63,0.47368421052631576
South Sudan,0.411,"SSA, FS",Germany,0.869,DC,63,0.20388349514563106
Kyrgyzstan,0.697,CEE&CA,Sweden,0.924,DC,63,0.45
Somalia,0.455,"MENA, FS",Eswatini,0.556,SSA,63,0.066455696202531639
Hungary,0.832,CEE&CA,Sweden,0.924,DC,63,0.35195530726256985
Pakistan,0.462,SA,Sri Lanka,0.706,SA,62,0.26495726495726496
North Macedonia,0.787,CEE&CA,Italy,0.811,DC,62,0.32631578947368423
Niger,0.492,"SSA, FS",Canada,0.885,DC,62,0.23846153846153847
Uganda,0.587,SSA,Switzerland,0.877,DC,62,0.63265306122448983
Cuba,,,Guatemala,0.561,LAC,62,0.389937106918239
Sierra Leone,0.601,SSA,Gambia,0.528,SSA,62,0.5535714285714286
Bangladesh,0.526,SA,Greece,0.752,DC,62,0.13191489361702127
Jordan,0.686,MENA,Belgium,0.912,DC,61,0.33701657458563539
Iran (Islamic Rep. of),0.608,SA,Ireland,0.891,DC,61,0.25
Chile,0.739,LAC,Italy,0.811,DC,61,0.391025641025641
United Rep. of Tanzania,0.624,SSA,Somalia,0.455,"MENA, FS",61,0.43262411347517732
Kenya,0.542,SSA,Sweden,0.924,DC,61,0.5304347826086957
Guyana,0.77,LAC,Trinidad and Tobago,0.685,LAC,61,0.70114942528735635
Nigeria,0.495,"SSA, FS",Benin,0.587,SSA,61,0.38853503184713378
Congo,0.583,"SSA, FS",Morocco,0.668,MENA,60,0.54545454545454541
Sierra Leone,0.601,SSA,Switzerland,0.877,DC,60,0.36363636363636365
Senegal,0.657,SSA,Mexico,0.558,LAC,60,0.044247787610619468
Morocco,0.668,MENA,Austria,0.898,DC,60,0.14962593516209477
Central African Rep.,0.362,"SSA, FS",Canada,0.885,DC,60,0.41379310344827586
China,0.685,EAP,Ireland,0.891,DC,60,0.38461538461538464
Somalia,0.455,"MENA, FS",Dem. Rep. of the Congo,0.583,"SSA, FS",60,0.18072289156626506
Mali,0.478,"SSA, FS",Tunisia,0.671,MENA,60,0.32432432432432434
Iraq,0.51,"MENA, FS",Georgia,0.798,CEE&CA,59,0.37579617834394907
Guinea,0.527,SSA,Austria,0.898,DC,59,0.48760330578512395
Iran (Islamic Rep. of),0.608,SA,Iceland,0.932,DC,59,0.47967479674796748
Lao People's Dem. Rep.,0.698,EAP,Switzerland,0.877,DC,59,0.60204081632653061
Zambia,0.566,SSA,Canada,0.885,DC,58,0.61702127659574468
Libya,0.608,"MENA, FS",Sweden,0.924,DC,58,0.26728110599078342
Ghana,0.639,SSA,Greece,0.752,DC,58,0.37419354838709679
Colombia,0.551,LAC,United Kingdom of Great Britain and Northern Ireland,0.864,DC,58,0.027319830428638718
Burundi,0.407,"SSA, FS",Ethiopia,0.516,"SSA, FS",58,0.44615384615384618
Sudan,0.397,"MENA, FS",Algeria,0.621,MENA,58,0.15343915343915343
Uganda,0.587,SSA,India,0.607,SA,58,0.87878787878787878
Azerbaijan,0.653,CEE&CA,Spain,0.862,DC,58,0.33526011560693642
Mali,0.478,"SSA, FS",Greece,0.752,DC,58,0.25777777777777777
Ethiopia,0.516,"SSA, FS",Rwanda,0.624,SSA,57,0.54285714285714282
Iran (Islamic Rep. of),0.608,SA,Hungary,0.832,CEE&CA,57,0.29533678756476683
China,0.685,EAP,Portugal,0.861,DC,57,0.456
Angola,0.601,SSA,Ireland,0.891,DC,57,0.475
Uganda,0.587,SSA,Greece,0.752,DC,57,0.41605839416058393
Nepal,0.631,SA,Germany,0.869,DC,57,0.31843575418994413
Kazakhstan,0.722,CEE&CA,Sweden,0.924,DC,57,0.35185185185185186
Equatorial Guinea,,,France,0.864,DC,57,0.47107438016528924
Iran (Islamic Rep. of),0.608,SA,Indonesia,0.678,EAP,57,0.30645161290322581
Peru,0.701,LAC,Uruguay,0.822,LAC,57,0.4956521739130435
Brazil,0.632,LAC,Belgium,0.912,DC,56,0.49122807017543857
Lao People's Dem. Rep.,0.698,EAP,Spain,0.862,DC,56,0.509090909090909
Netherlands (Kingdom of the),0.905,DC,Canada,0.885,DC,56,0.53333333333333333
Morocco,0.668,MENA,Greece,0.752,DC,56,0.31638418079096048
Romania,0.801,CEE&CA,France,0.864,DC,56,0.42105263157894735
Belarus,0.739,CEE&CA,Argentina,0.791,LAC,56,0.65116279069767447
Azerbaijan,0.653,CEE&CA,Italy,0.811,DC,56,0.29473684210526313
United States of America,0.84,DC,United Kingdom of Great Britain and Northern Ireland,0.864,DC,55,0.21825396825396826
Senegal,0.657,SSA,United Kingdom of Great Britain and Northern Ireland,0.864,DC,55,0.28350515463917525
Mali,0.478,"SSA, FS",Togo,0.562,SSA,55,0.49107142857142855
Mauritius,0.679,SSA,France,0.864,DC,55,0.38732394366197181
Guyana,0.77,LAC,Mexico,0.558,LAC,55,0.49107142857142855
Lebanon,0.575,"MENA, FS",Spain,0.862,DC,54,0.41221374045801529
Bangladesh,0.526,SA,Mexico,0.558,LAC,54,0.21176470588235294
Ethiopia,0.516,"SSA, FS",Indonesia,0.678,EAP,54,0.53465346534653468
Yemen,0.323,"MENA, FS",Ecuador,0.612,LAC,54,0.38571428571428573
Iraq,0.51,"MENA, FS",Iceland,0.932,DC,54,0.2967032967032967
South Sudan,0.411,"SSA, FS",Switzerland,0.877,DC,54,0.2288135593220339
Kyrgyzstan,0.697,CEE&CA,Austria,0.898,DC,54,0.5625
Dem. Rep. of the Congo,0.583,"SSA, FS",Benin,0.587,SSA,54,0.51923076923076927
Türkiye,0.664,CEE&CA,Serbia and Kosovo: S/RES/1244 (1999),0.844,CEE&CA,54,0.27692307692307694
Nicaragua,0.659,LAC,Italy,0.811,DC,54,0.39705882352941174
United Rep. of Tanzania,0.624,SSA,Sweden,0.924,DC,54,0.53465346534653468
Russian Federation,0.718,CEE&CA,Chile,0.739,LAC,54,0.574468085106383
Eritrea,,,Ghana,0.639,SSA,54,0.32727272727272727
United Rep. of Tanzania,0.624,SSA,Kenya,0.542,SSA,54,0.36486486486486486
Syrian Arab Rep.,0.364,"MENA, FS",India,0.607,SA,53,0.3925925925925926
Mali,0.478,"SSA, FS",Benin,0.587,SSA,53,0.48623853211009177
Nigeria,0.495,"SSA, FS",Mexico,0.558,LAC,53,0.17785234899328858
Mongolia,0.799,EAP,Austria,0.898,DC,53,0.42063492063492064
Sri Lanka,0.706,SA,Austria,0.898,DC,52,0.50485436893203883
Morocco,0.668,MENA,Netherlands (Kingdom of the),0.905,DC,52,0.104
Cambodia,0.667,EAP,Germany,0.869,DC,52,0.50980392156862742
Yemen,0.323,"MENA, FS",Norway,0.924,DC,52,0.23963133640552994
Belize,0.667,LAC,Mexico,0.558,LAC,52,0.40310077519379844
Senegal,0.657,SSA,Switzerland,0.877,DC,52,0.47272727272727272
Egypt,0.617,MENA,Belgium,0.912,DC,52,0.19923371647509577
Bahrain,0.765,MENA,United Kingdom of Great Britain and Northern Ireland,0.864,DC,52,0.18309859154929578
Sierra Leone,0.601,SSA,Ghana,0.639,SSA,52,0.50485436893203883
Nepal,0.631,SA,United Kingdom of Great Britain and Northern Ireland,0.864,DC,51,0.046363636363636364
Iran (Islamic Rep. of),0.608,SA,Afghanistan,0.279,"SA, FS",51,0.54255319148936165
Rwanda,0.624,SSA,United Rep. of Tanzania,0.624,SSA,51,0.49038461538461536
Kazakhstan,0.722,CEE&CA,Austria,0.898,DC,51,0.45535714285714285
Türkiye,0.664,CEE&CA,Ghana,0.639,SSA,51,0.59302325581395354
Chad,0.476,"SSA, FS",Italy,0.811,DC,51,0.19844357976653695
Pakistan,0.462,SA,Philippines,0.607,EAP,51,0.36956521739130432
Ukraine,0.645,"CEE&CA, FS",India,0.607,SA,51,0.5730337078651685
Pakistan,0.462,SA,Finland,0.921,DC,51,0.34
Uzbekistan,0.674,CEE&CA,Switzerland,0.877,DC,51,0.49514563106796117
Lebanon,0.575,"MENA, FS",Brazil,0.632,LAC,50,0.040950040950040949
Gambia,0.528,SSA,Netherlands (Kingdom of the),0.905,DC,50,0.073964497041420121
Tajikistan,0.685,CEE&CA,Canada,0.885,DC,50,0.27624309392265195
Zimbabwe,0.59,"SSA, FS",France,0.864,DC,50,0.49504950495049505
Bolivia (Plurinational State of),0.701,LAC,Mexico,0.558,LAC,50,0.61728395061728392
Russian Federation,0.718,CEE&CA,Montenegro,0.743,CEE&CA,50,0.42735042735042733
United Rep. of Tanzania,0.624,SSA,South Africa,0.648,SSA,50,0.17241379310344829
South Sudan,0.411,"SSA, FS",Tunisia,0.671,MENA,50,0.23696682464454977
Rep. of Moldova,0.821,CEE&CA,Spain,0.862,DC,50,0.13333333333333333
Dem. People's Rep. of Korea,,,Canada,0.885,DC,50,0.5376344086021505
State of Palestine,,,Jordan,0.686,MENA,50,0.65789473684210531
Congo,0.583,"SSA, FS",Kenya,0.542,SSA,50,0.46728971962616822
Dominican Rep.,0.675,LAC,Chile,0.739,LAC,50,0.64102564102564108
Rwanda,0.624,SSA,United Kingdom of Great Britain and Northern Ireland,0.864,DC,49,0.34507042253521125
Mauritius,0.679,SSA,Ireland,0.891,DC,49,0.46666666666666667
Panama,0.696,LAC,Costa Rica,0.824,LAC,49,0.3475177304964539
Liberia,0.512,SSA,Algeria,0.621,MENA,49,0.3828125
Croatia,0.788,CEE&CA,Sweden,0.924,DC,49,0.33108108108108109
Ecuador,0.612,LAC,Germany,0.869,DC,49,0.51578947368421058
Bulgaria,0.814,CEE&CA,Germany,0.869,DC,49,0.44954128440366975
Angola,0.601,SSA,Netherlands (Kingdom of the),0.905,DC,49,0.21212121212121213
Armenia,0.762,CEE&CA,Canada,0.885,DC,49,0.532608695652174
Namibia,0.608,SSA,Germany,0.869,DC,48,0.64864864864864868
Pakistan,0.462,SA,Azerbaijan,0.653,CEE&CA,48,0.47524752475247523
Azerbaijan,0.653,CEE&CA,Denmark,0.939,DC,48,0.39669421487603307
Belarus,0.739,CEE&CA,Sweden,0.924,DC,48,0.35036496350364965
Nicaragua,0.659,LAC,El Salvador,0.691,LAC,48,0.48
Guinea-Bissau,0.508,"SSA, FS",Italy,0.811,DC,48,0.1458966565349544
Albania,0.731,CEE&CA,Spain,0.862,DC,48,0.44444444444444442
Lebanon,0.575,"MENA, FS",Switzerland,0.877,DC,48,0.375
Congo,0.583,"SSA, FS",United Kingdom of Great Britain and Northern Ireland,0.864,DC,48,0.30188679245283018
Zambia,0.566,SSA,Ireland,0.891,DC,47,0.746031746031746
Sweden,0.924,DC,Canada,0.885,DC,47,0.43518518518518517
Sri Lanka,0.706,SA,Lebanon,0.575,"MENA, FS",47,1
Georgia,0.798,CEE&CA,Sweden,0.924,DC,47,0.38211382113821141
Cameroon,0.451,"SSA, FS",Brazil,0.632,LAC,47,0.21759259259259259
Venezuela (Bolivarian Republic of),0.638,"LAC, FS",Sint Maarten (Dutch part),,,47,0.34558823529411764
Kazakhstan,0.722,CEE&CA,Belgium,0.912,DC,47,0.44761904761904764
Gambia,0.528,SSA,Belgium,0.912,DC,47,0.25405405405405407
Congo,0.583,"SSA, FS",Austria,0.898,DC,47,0.55294117647058827
Honduras,0.561,LAC,France,0.864,DC,47,0.63513513513513509
Bosnia and Herzegovina,0.753,CEE&CA,Belgium,0.912,DC,47,0.48958333333333331
Myanmar,0.442,"EAP, FS",Norway,0.924,DC,46,0.27544910179640719
Chad,0.476,"SSA, FS",Belgium,0.912,DC,46,0.39316239316239315
Benin,0.587,SSA,Algeria,0.621,MENA,46,0.31292517006802723
Türkiye,0.664,CEE&CA,Bosnia and Herzegovina,0.753,CEE&CA,46,0.35384615384615387
Antigua and Barbuda,,,Canada,0.885,DC,46,0.52272727272727271
Afghanistan,0.279,"SA, FS",Thailand,0.761,EAP,46,0.24731182795698925
Jamaica,0.703,LAC,Spain,0.862,DC,46,0.43809523809523809
Burundi,0.407,"SSA, FS",Congo,0.583,"SSA, FS",46,0.39655172413793105
Guinea,0.527,SSA,Brazil,0.632,LAC,46,0.13649851632047477
Eritrea,,,Somalia,0.455,"MENA, FS",45,0.40909090909090912
India,0.607,SA,Austria,0.898,DC,45,0.1125
Myanmar,0.442,"EAP, FS",Switzerland,0.877,DC,45,0.42452830188679247
Sudan,0.397,"MENA, FS",Philippines,0.607,EAP,45,0.21844660194174756
Botswana,0.658,SSA,United Kingdom of Great Britain and Northern Ireland,0.864,DC,45,0.072347266881028938
Morocco,0.668,MENA,Sweden,0.924,DC,45,0.2102803738317757
Ghana,0.639,SSA,Spain,0.862,DC,45,0.20642201834862386
Brazil,0.632,LAC,United Kingdom of Great Britain and Northern Ireland,0.864,DC,45,0.018796992481203006
Mali,0.478,"SSA, FS",Nigeria,0.495,"SSA, FS",44,0.45833333333333331
Sudan,0.397,"MENA, FS",Morocco,0.668,MENA,44,0.024189114898295765
Belarus,0.739,CEE&CA,Canada,0.885,DC,44,0.54320987654320985
Zambia,0.566,SSA,United Kingdom of Great Britain and Northern Ireland,0.864,DC,44,0.41904761904761906
Dem. People's Rep. of Korea,,,Germany,0.869,DC,44,0.4731182795698925
Venezuela (Bolivarian Republic of),0.638,"LAC, FS",United Kingdom of Great Britain and Northern Ireland,0.864,DC,44,0.37606837606837606
Mali,0.478,"SSA, FS",Belgium,0.912,DC,44,0.30344827586206896
Tunisia,0.671,MENA,Austria,0.898,DC,44,0.30136986301369861
Sudan,0.397,"MENA, FS",United Rep. of Tanzania,0.624,SSA,44,0.44
State of Palestine,,,Thailand,0.761,EAP,44,0.32116788321167883
Cameroon,0.451,"SSA, FS",Central African Rep.,0.362,"SSA, FS",44,0.3235294117647059
Uruguay,0.822,LAC,Mexico,0.558,LAC,44,0.4943820224719101
Sri Lanka,0.706,SA,Norway,0.924,DC,44,0.25882352941176473
Belarus,0.739,CEE&CA,United Kingdom of Great Britain and Northern Ireland,0.864,DC,44,0.34108527131782945
Indonesia,0.678,EAP,Denmark,0.939,DC,43,0.4777777777777778
Mali,0.478,"SSA, FS",Sweden,0.924,DC,43,0.524390243902439
Burkina Faso,0.507,"SSA, FS",Mauritania,0.475,SSA,43,0.29452054794520549
Cameroon,0.451,"SSA, FS",Thailand,0.761,EAP,43,0.32089552238805968
Jordan,0.686,MENA,Spain,0.862,DC,43,0.44329896907216493
South Sudan,0.411,"SSA, FS",Italy,0.811,DC,43,0.19634703196347031
Lebanon,0.575,"MENA, FS",Nigeria,0.495,"SSA, FS",43,0.35245901639344263
Ghana,0.639,SSA,Belgium,0.912,DC,43,0.31851851851851853
Iraq,0.51,"MENA, FS",India,0.607,SA,43,0.35537190082644626
Mauritius,0.679,SSA,United Kingdom of Great Britain and Northern Ireland,0.864,DC,43,0.16602316602316602
South Africa,0.648,SSA,Germany,0.869,DC,43,0.46739130434782611
Türkiye,0.664,CEE&CA,Kyrgyzstan,0.697,CEE&CA,43,0.38392857142857145
Bhutan,0.673,SA,France,0.864,DC,43,0.22631578947368422
Niger,0.492,"SSA, FS",Algeria,0.621,MENA,43,0.19111111111111112
Kazakhstan,0.722,CEE&CA,Canada,0.885,DC,42,0.11898016997167139
Uzbekistan,0.674,CEE&CA,Austria,0.898,DC,42,0.34146341463414637
Sierra Leone,0.601,SSA,Sweden,0.924,DC,42,0.46153846153846156
Uganda,0.587,SSA,Finland,0.921,DC,42,0.53846153846153844
Thailand,0.761,EAP,Italy,0.811,DC,42,0.72413793103448276
Russian Federation,0.718,CEE&CA,Ecuador,0.612,LAC,42,0.51851851851851849
Jamaica,0.703,LAC,Germany,0.869,DC,42,0.28965517241379313
Dem. Rep. of the Congo,0.583,"SSA, FS",Egypt,0.617,MENA,42,0.4
Viet Nam,0.721,EAP,Belgium,0.912,DC,42,0.29166666666666669
Poland,0.854,CEE&CA,France,0.864,DC,42,0.49411764705882355
Mozambique,0.548,"SSA, FS",Germany,0.869,DC,42,0.44210526315789472
Lebanon,0.575,"MENA, FS",Jordan,0.686,MENA,41,0.7592592592592593
Cuba,,,Switzerland,0.877,DC,41,0.50617283950617287
Ethiopia,0.516,"SSA, FS",Zambia,0.566,SSA,41,0.31538461538461537
Somalia,0.455,"MENA, FS",Ghana,0.639,SSA,41,0.43157894736842106
Saudi Arabia,0.739,MENA,Netherlands (Kingdom of the),0.905,DC,41,0.33064516129032256
Saint Vincent and the Grenadines,,,United Kingdom of Great Britain and Northern Ireland,0.864,DC,41,0.2019704433497537
Sudan,0.397,"MENA, FS",Congo,0.583,"SSA, FS",41,0.13758389261744966
Türkiye,0.664,CEE&CA,Uganda,0.587,SSA,41,0.43157894736842106
Haiti,0.399,"LAC, FS",Argentina,0.791,LAC,41,0.36607142857142855
Bolivia (Plurinational State of),0.701,LAC,France,0.864,DC,41,0.53246753246753242
